point_id,set_number,serving_team,receiving_team,home_team,visiting_team,home_team_id,visiting_team_id,home_setter_position,visiting_setter_position,home_p1,home_p2,home_p3,home_p4,home_p5,home_p6,visiting_p1,visiting_p2,visiting_p3,visiting_p4,visiting_p5,visiting_p6,home_player_id1,home_player_id2,home_player_id3,home_player_id4,home_player_id5,home_player_id6,visiting_player_id1,visiting_player_id2,visiting_player_id3,visiting_player_id4,visiting_player_id5,visiting_player_id6,server_id,serve_eval_code,receiver_id,receive_eval_code,setter_id,set_code,set_type,attacker_id,attack_code,attack_eval_code,home_score_start_of_point,visiting_score_start_of_point,score_diff,is_ace,is_overpass,out_of_system,no_set,no_attack
0,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,3,4,9,17,6,11,5,14,7,22,10,42,4,-383204,-503355,-336122,-512356,-552110,-503356,-550142,-379095,-550141,-542277,-379096,-542354,-550142,-,-383204,#,-512356,KS,B,-336122,X6,#,1,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,10,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-542277,-379096,-542354,-503355,-,-550142,+,-550141,KS,C,-379095,CF,#,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,3,2,9,17,6,11,5,4,7,22,10,42,4,14,-503355,-336122,-512356,-552110,-503356,-383204,-379095,-550141,-542277,-379096,-542354,-550142,-379095,-,-503355,+,-512356,KS,B,-336122,X6,#,2,1,-1,FALSE,FALSE,FALSE,FALSE,FALSE
3,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,2,17,6,11,5,4,9,7,22,10,42,4,14,-336122,-512356,-552110,-503356,-383204,-503355,-379095,-550141,-542277,-379096,-542354,-550142,-336122,-,-542354,+,-550141,K2,F,-542277,X5,+,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
4,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,1,17,6,11,5,4,9,22,10,42,18,14,7,-336122,-512356,-552110,-503356,-383204,-503355,-550141,-542277,-379096,-441102,-550142,-379095,-550141,+,-503354,-,NA,NA,NA,-512356,NA,-,3,2,-1,FALSE,FALSE,TRUE,TRUE,FALSE
5,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,1,6,11,5,15,9,17,22,10,42,18,14,7,-512356,-552110,-503356,-552112,-503355,-336122,-550141,-542277,-379096,-441102,-550142,-379095,-512356,+,-542277,-,-550141,NA,NA,-542277,V6,-,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE
6,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,6,22,11,5,15,9,17,55,42,18,17,7,22,-552120,-552110,-503356,-552112,-503355,-336122,-379097,-379096,-441102,-550140,-379095,-550141,-379097,+,-552110,-,-552120,NA,NA,-552110,V5,#,4,3,-1,FALSE,FALSE,TRUE,FALSE,FALSE
7,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,6,11,5,15,9,17,22,55,42,18,17,7,22,-552110,-503356,-552112,-503355,-336122,-552120,-379097,-379096,-441102,-550140,-379095,-550141,-552110,#,-379097,=,NA,NA,NA,NA,NA,NA,5,3,-2,TRUE,TRUE,FALSE,TRUE,TRUE
8,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,6,11,5,15,9,17,22,55,42,18,17,7,22,-552110,-503356,-552112,-503355,-336122,-552120,-379097,-379096,-441102,-550140,-379095,-550141,-552110,!,-434966,!,-550141,K7,B,-441102,X6,/,6,3,-3,FALSE,FALSE,TRUE,FALSE,FALSE
10,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,5,1,5,15,9,17,22,42,18,17,7,22,55,-429606,-503356,-552112,-503355,-336122,-552120,-379096,-441102,-550140,-379095,-550141,-379097,-434966,!,-429606,!,-552120,K1,B,-552112,X6,+,7,4,-3,FALSE,FALSE,TRUE,FALSE,FALSE
11,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,5,5,15,9,17,22,1,42,18,17,7,22,55,-503356,-552112,-503355,-336122,-552120,-429606,-379096,-441102,-550140,-379095,-550141,-379097,-503354,+,-550140,-,-379097,NA,NA,-550140,V5,=,8,4,-4,FALSE,FALSE,TRUE,FALSE,FALSE
13,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,5,5,15,9,17,22,1,42,18,17,7,22,55,-503356,-552112,-503355,-336122,-552120,-429606,-379096,-441102,-550140,-379095,-550141,-379097,-503354,+,-550140,-,-550141,NA,NA,-550140,X5,-,9,4,-5,FALSE,FALSE,TRUE,FALSE,FALSE
14,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,5,5,15,9,17,22,1,42,18,17,7,22,55,-503356,-552112,-503355,-336122,-552120,-429606,-379096,-441102,-550140,-379095,-550141,-379097,-503354,-,-550140,+,-550141,K1,C,-379095,X1,=,10,4,-6,FALSE,FALSE,FALSE,FALSE,FALSE
16,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,5,4,5,15,9,17,22,1,4,17,7,22,55,42,-503356,-552112,-503355,-336122,-552120,-429606,-542354,-550140,-379095,-550141,-379097,-379096,-542354,!,-503355,!,-552120,K7,B,-552112,X6,-,11,5,-6,FALSE,FALSE,TRUE,FALSE,FALSE
17,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,4,4,15,9,17,6,1,5,4,17,7,22,55,42,-552112,-503355,-336122,-512356,-429606,-503356,-542354,-550140,-379095,-550141,-379097,-379096,-552112,-,-379097,#,-550141,KS,F,-550140,X5,-,11,6,-5,FALSE,FALSE,FALSE,FALSE,FALSE
18,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,3,4,9,17,6,1,5,14,7,22,10,42,4,-383204,-503355,-336122,-512356,-429606,-503356,-550142,-379095,-550141,-542277,-379096,-542354,-550142,-,-383204,+,-512356,KB,F,-503355,X5,=,11,7,-4,FALSE,FALSE,FALSE,FALSE,FALSE
19,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,3,4,9,17,6,1,5,14,7,22,10,42,4,-383204,-503355,-336122,-512356,-429606,-503356,-550142,-379095,-550141,-542277,-379096,-542354,-550142,+,-383204,-,-503354,NA,NA,-503355,V5,#,12,7,-5,FALSE,FALSE,TRUE,FALSE,FALSE
20,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,10,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-542277,-379096,-542354,-503355,+,-550142,-,-550141,NA,NA,NA,NA,NA,13,7,-6,FALSE,FALSE,TRUE,FALSE,TRUE
21,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,10,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-542277,-379096,-542354,-503355,/,-542354,/,NA,NA,NA,NA,NA,NA,14,7,-7,FALSE,TRUE,FALSE,TRUE,TRUE
22,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,10,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-542277,-379096,-542354,-503355,#,-550142,=,NA,NA,NA,NA,NA,NA,15,7,-8,TRUE,TRUE,FALSE,TRUE,TRUE
23,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,10,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-542277,-379096,-542354,-503355,#,-434966,=,NA,NA,NA,NA,NA,NA,16,7,-9,TRUE,TRUE,FALSE,TRUE,TRUE
25,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,55,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-379097,-379096,-542354,-503355,-,-542354,+,-550141,KS,C,-379095,CF,-,17,7,-10,FALSE,FALSE,FALSE,FALSE,FALSE
26,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,55,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-379097,-379096,-542354,-503355,!,-542354,!,-550141,KS,C,-379095,CB,-,18,7,-11,FALSE,FALSE,TRUE,FALSE,FALSE
27,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,3,9,17,6,11,5,4,14,7,22,55,42,4,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379095,-550141,-379097,-379096,-542354,-503355,-,-542354,+,-550141,KS,F,-379097,X5,-,18,8,-10,FALSE,FALSE,FALSE,FALSE,FALSE
28,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,3,2,9,17,6,11,5,4,7,22,55,42,4,14,-503355,-336122,-512356,-552110,-503356,-383204,-379095,-550141,-379097,-379096,-542354,-550142,-379095,-,-383204,+,-512356,KB,C,-336122,CF,-,19,8,-11,FALSE,FALSE,FALSE,FALSE,FALSE
29,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,2,17,6,11,5,4,9,7,22,55,42,4,14,-336122,-512356,-552110,-503356,-383204,-503355,-379095,-550141,-379097,-379096,-542354,-550142,-336122,+,-542354,-,-550141,KB,F,-379097,V5,-,20,8,-12,FALSE,FALSE,TRUE,FALSE,FALSE
30,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,2,17,6,11,5,4,9,7,22,55,42,4,14,-336122,-512356,-552110,-503356,-383204,-503355,-379095,-550141,-379097,-379096,-542354,-550142,-336122,+,-379097,-,-550141,KB,F,-379097,V5,=,21,8,-13,FALSE,FALSE,TRUE,FALSE,FALSE
31,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,2,2,6,11,5,4,9,7,22,55,42,4,14,-429604,-512356,-552110,-503356,-383204,-503355,-379095,-550141,-379097,-379096,-542354,-550142,-429604,-,-542354,#,-550141,K2,C,-379096,X2,/,22,8,-14,FALSE,FALSE,FALSE,FALSE,FALSE
32,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,2,2,6,11,5,4,9,7,22,55,42,4,14,-429604,-512356,-552110,-503356,-383204,-503355,-379095,-550141,-379097,-379096,-542354,-550142,-429604,+,-379096,-,-550141,NA,NA,-379097,NA,#,22,9,-13,FALSE,FALSE,TRUE,FALSE,FALSE
33,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,1,17,6,11,5,4,9,22,55,42,18,14,7,-336122,-512356,-552110,-503356,-383204,-503355,-550141,-379097,-379096,-441102,-550142,-379095,-550141,!,-503354,!,-512356,KS,F,-552110,X5,#,23,9,-14,FALSE,FALSE,TRUE,FALSE,FALSE
34,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,1,6,11,5,15,9,17,22,55,42,18,14,7,-512356,-552110,-503356,-552112,-503355,-336122,-550141,-379097,-379096,-441102,-550142,-379095,-512356,-,-550142,+,-550141,K7,B,-379097,X6,-,23,10,-13,FALSE,FALSE,FALSE,FALSE,FALSE
35,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,6,22,11,5,15,9,17,55,42,18,17,7,22,-552120,-552110,-503356,-552112,-503355,-336122,-379097,-379096,-441102,-550140,-379095,-550141,-379097,+,-552110,-,-552120,K7,F,-552110,X5,-,24,10,-14,FALSE,FALSE,TRUE,FALSE,FALSE
36,1,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,6,11,5,15,9,17,22,55,42,18,17,7,22,-552110,-503356,-552112,-503355,-336122,-552120,-379097,-379096,-441102,-550140,-379095,-550141,-552110,!,-379097,!,-550141,K7,B,-441102,X6,#,24,11,-13,FALSE,FALSE,TRUE,FALSE,FALSE
37,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,5,1,5,15,9,17,22,42,18,17,7,22,55,-429606,-503356,-552112,-503355,-336122,-552120,-379096,-441102,-550140,-379095,-550141,-379097,-434966,#,-503355,=,NA,NA,NA,NA,NA,NA,24,12,-12,TRUE,TRUE,FALSE,TRUE,TRUE
38,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,5,1,5,15,9,17,22,42,18,17,7,22,55,-429606,-503356,-552112,-503355,-336122,-552120,-379096,-441102,-550140,-379095,-550141,-379097,-434966,!,-503355,!,-552120,K2,B,-552112,X6,-,24,13,-11,FALSE,FALSE,TRUE,FALSE,FALSE
39,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,5,1,5,15,9,17,22,42,18,17,7,22,55,-429606,-503356,-552112,-503355,-336122,-552120,-379096,-441102,-550140,-379095,-550141,-379097,-434966,+,-503355,-,-552120,KB,F,-503355,X5,+,24,14,-10,FALSE,FALSE,TRUE,FALSE,FALSE
40,1,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,5,1,5,15,9,17,22,42,18,17,7,22,55,-429606,-503356,-552112,-503355,-336122,-552120,-379096,-441102,-550140,-379095,-550141,-379097,-434966,!,-503354,!,-552120,K2,C,-503356,X2,#,25,14,-11,FALSE,FALSE,TRUE,FALSE,FALSE
41,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,1,9,17,6,11,5,4,22,10,42,18,55,7,-503355,-336122,-512356,-552110,-503356,-383204,-550141,-542277,-379096,-441102,-379097,-379095,-503355,!,-434966,!,-550141,K7,NA,NA,NA,NA,1,0,-1,FALSE,FALSE,TRUE,FALSE,TRUE
42,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,1,9,17,6,11,5,4,22,10,42,18,55,7,-503355,-336122,-512356,-552110,-503356,-383204,-550141,-542277,-379096,-441102,-379097,-379095,-503355,!,-542277,!,-550141,K1,C,-379096,X1,#,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE
43,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,3,6,9,17,6,11,5,4,14,42,18,55,7,22,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379096,-441102,-379097,-379095,-550141,-550142,+,-383204,-,-512356,NA,NA,-552110,V5,-,2,1,-1,FALSE,FALSE,TRUE,FALSE,FALSE
44,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,6,17,6,11,5,4,9,14,42,18,55,7,22,-336122,-512356,-552110,-503356,-383204,-503355,-550142,-379096,-441102,-379097,-379095,-550141,-336122,+,-550142,-,-550141,NA,NA,-379097,V5,#,2,2,0,FALSE,FALSE,TRUE,FALSE,FALSE
45,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,5,17,6,11,5,4,9,42,18,55,7,22,14,-336122,-512356,-552110,-503356,-383204,-503355,-379096,-441102,-379097,-379095,-550141,-550142,-434966,-,-383204,+,-512356,KB,C,-503356,CF,#,3,2,-1,FALSE,FALSE,FALSE,FALSE,FALSE
46,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,5,6,11,5,15,9,17,42,18,55,7,22,14,-512356,-552110,-503356,-552112,-503355,-336122,-379096,-441102,-379097,-379095,-550141,-550142,-512356,+,-379097,-,-550141,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,TRUE,FALSE,TRUE
47,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,4,22,11,5,15,9,17,4,55,7,22,14,42,-552120,-552110,-503356,-552112,-503355,-336122,-542354,-379097,-379095,-550141,-550142,-379096,-542354,/,-552110,/,NA,NA,NA,NA,NA,NA,4,3,-1,FALSE,TRUE,FALSE,TRUE,TRUE
48,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,4,11,5,15,9,17,22,4,55,7,22,14,42,-552110,-503356,-552112,-503355,-336122,-552120,-542354,-379097,-379095,-550141,-550142,-379096,-552110,-,-434966,+,-550141,KS,F,-379097,X5,#,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
50,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,3,5,15,9,17,22,1,55,7,22,10,42,4,-503356,-552112,-503355,-336122,-552120,-429606,-379097,-379095,-550141,-542277,-379096,-542354,-503354,-,-542354,+,-550141,KS,B,-379095,X6,-,6,4,-2,FALSE,FALSE,FALSE,FALSE,FALSE
51,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,3,5,15,9,17,22,1,55,7,22,10,42,4,-503356,-552112,-503355,-336122,-552120,-429606,-379097,-379095,-550141,-542277,-379096,-542354,-503354,#,-542354,=,NA,NA,NA,NA,NA,NA,7,4,-3,TRUE,TRUE,FALSE,TRUE,TRUE
53,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,5,2,5,15,9,17,22,1,7,22,10,42,4,55,-503356,-552112,-503355,-336122,-552120,-429606,-379095,-550141,-542277,-379096,-542354,-379097,-379095,+,-429606,-,-503354,NA,NA,-503355,V5,-,8,5,-3,FALSE,FALSE,TRUE,FALSE,FALSE
56,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,1,4,9,17,6,1,5,22,10,42,18,55,7,-383204,-503355,-336122,-512356,-429606,-503356,-550141,-542277,-379096,-441102,-379097,-379095,-550141,-,-383204,+,-512356,KS,C,-336122,CF,#,9,6,-3,FALSE,FALSE,FALSE,FALSE,FALSE
57,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,1,9,17,6,11,5,4,22,10,42,18,55,7,-503355,-336122,-512356,-552110,-503356,-383204,-550141,-542277,-379096,-441102,-379097,-379095,-503355,/,-542277,/,NA,NA,NA,NA,NA,NA,10,6,-4,FALSE,TRUE,FALSE,TRUE,TRUE
59,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,3,6,9,17,6,11,5,4,14,42,18,55,7,22,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379096,-441102,-379097,-379095,-550141,-550142,#,-383204,=,NA,NA,NA,NA,NA,NA,10,8,-2,TRUE,TRUE,FALSE,TRUE,TRUE
60,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,3,6,9,17,6,11,5,4,14,42,18,55,7,22,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379096,-441102,-379097,-379095,-550141,-550142,+,-383204,-,-512356,NA,NA,-503355,VP,-,11,8,-3,FALSE,FALSE,TRUE,FALSE,FALSE
61,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,6,17,6,11,5,4,9,14,42,18,55,7,22,-336122,-512356,-552110,-503356,-383204,-503355,-550142,-379096,-441102,-379097,-379095,-550141,-336122,-,-550142,+,-550141,KM,C,-379096,X1,#,11,9,-2,FALSE,FALSE,FALSE,FALSE,FALSE
62,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,5,17,6,11,5,4,9,42,18,55,7,22,14,-336122,-512356,-552110,-503356,-383204,-503355,-379096,-441102,-379097,-379095,-550141,-550142,-434966,+,-552110,-,-512356,NA,NA,-552110,X5,#,12,9,-3,FALSE,FALSE,TRUE,FALSE,FALSE
63,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,5,6,11,5,15,9,17,42,18,55,7,22,14,-512356,-552110,-503356,-552112,-503355,-336122,-379096,-441102,-379097,-379095,-550141,-550142,-512356,!,-379097,!,-550141,K2,C,-379095,X2,#,12,10,-2,FALSE,FALSE,TRUE,FALSE,FALSE
64,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,4,22,11,5,15,9,17,4,55,7,22,14,42,-552120,-552110,-503356,-552112,-503355,-336122,-542354,-379097,-379095,-550141,-550142,-379096,-542354,-,-503355,#,-552120,K7,C,-503356,X7,-,12,11,-1,FALSE,FALSE,FALSE,FALSE,FALSE
65,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,4,22,11,5,15,9,17,4,55,7,22,14,42,-552120,-552110,-503356,-552112,-503355,-336122,-542354,-379097,-379095,-550141,-550142,-379096,-542354,-,-503355,+,-552120,K7,C,-503356,X7,+,12,12,0,FALSE,FALSE,FALSE,FALSE,FALSE
67,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,4,11,5,15,9,17,22,4,55,7,22,14,42,-552110,-503356,-552112,-503355,-336122,-552120,-542354,-379097,-379095,-550141,-550142,-379096,-552110,#,-550142,=,NA,NA,NA,NA,NA,NA,14,12,-2,TRUE,TRUE,FALSE,TRUE,TRUE
69,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,3,1,5,15,9,17,22,55,7,22,10,42,4,-429606,-503356,-552112,-503355,-336122,-552120,-379097,-379095,-550141,-542277,-379096,-542354,-379097,!,-503354,!,-552120,K1,B,-552112,X6,#,15,13,-2,FALSE,FALSE,TRUE,FALSE,FALSE
70,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,3,5,15,9,17,22,1,55,7,22,10,42,4,-503356,-552112,-503355,-336122,-552120,-429606,-379097,-379095,-550141,-542277,-379096,-542354,-503354,-,-542354,+,-550141,KB,P,-379097,XP,-,16,13,-3,FALSE,FALSE,FALSE,FALSE,FALSE
72,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,3,5,15,9,17,22,1,55,7,22,10,42,4,-503356,-552112,-503355,-336122,-552120,-429606,-379097,-379095,-550141,-542277,-379096,-542354,-503354,-,-542354,#,-550141,KS,F,-542277,X5,-,17,13,-4,FALSE,FALSE,FALSE,FALSE,FALSE
73,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,3,5,15,9,17,22,1,55,7,22,10,42,4,-503356,-552112,-503355,-336122,-552120,-429606,-379097,-379095,-550141,-542277,-379096,-542354,-503354,!,-434966,!,-550141,K1,P,-379097,XP,#,17,14,-3,FALSE,FALSE,TRUE,FALSE,FALSE
74,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,5,2,5,15,9,17,22,1,7,22,10,42,4,55,-503356,-552112,-503355,-336122,-552120,-429606,-379095,-550141,-542277,-379096,-542354,-379097,-379095,-,-429606,+,-552120,K7,C,-336122,X7,-,18,14,-4,FALSE,FALSE,FALSE,FALSE,FALSE
75,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,4,2,15,9,17,6,1,5,7,22,10,42,4,55,-552112,-503355,-336122,-512356,-429606,-503356,-379095,-550141,-542277,-379096,-542354,-379097,-552112,!,-542354,!,-550141,K1,C,-379096,X1,#,18,15,-3,FALSE,FALSE,TRUE,FALSE,FALSE
76,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,1,4,9,17,6,1,5,22,10,42,18,55,7,-383204,-503355,-336122,-512356,-429606,-503356,-550141,-542277,-379096,-441102,-379097,-379095,-550141,-,-503354,+,-512356,KS,C,-336122,CF,#,19,15,-4,FALSE,FALSE,FALSE,FALSE,FALSE
77,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,1,9,17,6,11,5,4,22,10,42,18,55,7,-503355,-336122,-512356,-552110,-503356,-383204,-550141,-542277,-379096,-441102,-379097,-379095,-503355,+,-542277,-,-441102,NA,NA,NA,NA,NA,20,15,-5,FALSE,FALSE,TRUE,FALSE,TRUE
78,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,3,1,9,17,6,11,5,4,22,10,42,18,55,7,-503355,-336122,-512356,-552110,-503356,-383204,-550141,-542277,-379096,-441102,-379097,-379095,-503355,+,-434966,-,-550141,K7,B,-542277,X6,#,20,16,-4,FALSE,FALSE,TRUE,FALSE,FALSE
79,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,3,6,9,17,6,11,5,4,14,42,18,55,7,22,-503355,-336122,-512356,-552110,-503356,-383204,-550142,-379096,-441102,-379097,-379095,-550141,-550142,+,-552110,-,-512356,NA,NA,-503355,VP,-,21,16,-5,FALSE,FALSE,TRUE,FALSE,FALSE
80,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,6,17,6,11,5,4,9,14,42,18,55,7,22,-336122,-512356,-552110,-503356,-383204,-503355,-550142,-379096,-441102,-379097,-379095,-550141,-336122,+,-550142,-,-434966,NA,NA,-441102,V6,#,21,17,-4,FALSE,FALSE,TRUE,FALSE,FALSE
81,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,5,17,6,11,5,4,9,42,18,55,7,22,14,-336122,-512356,-552110,-503356,-383204,-503355,-379096,-441102,-379097,-379095,-550141,-550142,-434966,-,-383204,+,-512356,KB,F,-552110,X5,-,21,18,-3,FALSE,FALSE,FALSE,FALSE,FALSE
82,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,5,17,6,11,5,4,9,42,18,55,7,22,14,-336122,-512356,-552110,-503356,-383204,-503355,-379096,-441102,-379097,-379095,-550141,-550142,-434966,-,-552110,+,-512356,KB,C,-503356,CF,#,22,18,-4,FALSE,FALSE,FALSE,FALSE,FALSE
83,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,5,6,11,5,15,9,17,42,18,55,7,22,14,-512356,-552110,-503356,-552112,-503355,-336122,-379096,-441102,-379097,-379095,-550141,-550142,-512356,!,-379097,!,-550141,K2,C,-379095,X2,-,22,19,-3,FALSE,FALSE,TRUE,FALSE,FALSE
84,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,4,6,11,5,15,9,17,4,55,7,22,14,42,-512356,-552110,-503356,-552112,-503355,-336122,-542354,-379097,-379095,-550141,-550142,-379096,-542354,-,-552110,+,-512356,K7,C,-503356,X7,-,22,20,-2,FALSE,FALSE,FALSE,FALSE,FALSE
85,2,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,4,6,11,5,15,9,17,4,55,7,22,14,42,-512356,-552110,-503356,-552112,-503355,-336122,-542354,-379097,-379095,-550141,-550142,-379096,-542354,!,-552110,!,-512356,K7,F,-552110,X5,#,23,20,-3,FALSE,FALSE,TRUE,FALSE,FALSE
86,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,4,11,5,15,9,17,6,4,55,7,22,14,42,-552110,-503356,-552112,-503355,-336122,-512356,-542354,-379097,-379095,-550141,-550142,-379096,-552110,-,-434966,+,-550141,KS,C,-379095,CF,-,24,20,-4,FALSE,FALSE,FALSE,FALSE,FALSE
87,2,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,4,11,5,15,9,17,6,4,55,7,22,14,42,-552110,-503356,-552112,-503355,-336122,-512356,-542354,-379097,-379095,-550141,-550142,-379096,-552110,#,-379097,=,NA,NA,NA,NA,NA,NA,25,20,-5,TRUE,TRUE,FALSE,TRUE,TRUE
